id,name,address,lat,lng,isRegistered,crowdLevel,crowdSource,confidence,occupancyPercent,totalSeats,emptySeats,tags,hasSmokingRoom,restroomScore,quietScore,outletLevel,reportCount24h,kakaoPlaceId,updatedAt,structureNote,seatsSolo,seatsPair,seatsGroup,stampReward,stampGoal,ownerPin,weekdayHours,weekendHours,holiday,hasWifi,noTimeLimit,hasParking,viewCount,directionCount,dailyStampLimit,stampRadius,couponValidDays,photos
11,카페삼층,인천 미추홀구 인하로 53,37.452028,126.654405,false,1,predicted,low,70,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
12,관동,인천 미추홀구 인하로67번길 5-7,37.451753,126.655694,false,2,predicted,low,90,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
13,고망고,인천 미추홀구 인하로 69-1,37.451556,126.656091,false,2,predicted,low,90,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
14,블루포트,인천 미추홀구 인하로 100,37.451452,126.651548,false,2,predicted,low,90,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
15,그라찌에커피인하대점,인천 미추홀구 인하로 100,37.451452,126.651548,false,1,predicted,low,70,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
16,빈스,인천 미추홀구 인하로 75-1,37.451351,126.656826,false,0,predicted,low,30,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
17,오이아OIA,인천 미추홀구 인하로 75-1,37.451351,126.656826,false,1,predicted,low,70,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
18,달콤하루,인천 미추홀구 인하로 75-1,37.451351,126.656826,false,0,predicted,low,30,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
19,콘레드커피,인천 미추홀구 인하로 77,37.451306,126.65694,false,3,predicted,low,100,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
20,모모플레이스,인천 미추홀구 인하로67번길 6-31,37.451531,126.656916,false,2,predicted,low,90,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
21,더즈오브커피,인천 미추홀구 소성로 16,37.447488,126.651544,false,2,predicted,low,90,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
22,노노레타,인천 미추홀구 경인남길30번길 42,37.451747,126.656723,false,2,predicted,low,90,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
23,어벤더치,인천 미추홀구 인하로77번길 7,37.451495,126.657029,false,0,predicted,low,30,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
24,어썸,인천 미추홀구 인하로77번길 7,37.451495,126.657029,false,1,predicted,low,70,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
25,매머드익스프레스,인천 미추홀구 인하로77번길 6,37.451334,126.657199,false,0,predicted,low,30,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
26,롬버스커피,인천 미추홀구 인하로47번길 29,37.452554,126.655476,false,3,predicted,low,100,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
27,고양이자리,인천 미추홀구 경인남길30번길 50,37.45164,126.657074,false,2,predicted,low,90,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
28,설빙,인천 미추홀구 인하로77번길 12,37.451568,126.657311,false,0,predicted,low,30,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
29,페이브커피,인천 미추홀구 인하로77번길 6-11,37.451398,126.65747,false,1,predicted,low,70,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
30,카페손씨,인천 미추홀구 경인남길30번길 43,37.452036,126.656846,false,0,predicted,low,30,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
31,트리플에이커피인하,인천 미추홀구 경인남길30번길 49,37.451811,126.657141,false,0,predicted,low,30,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
32,카페호,인천 미추홀구 인하로67번길 24-8,37.452386,126.656437,false,0,predicted,low,30,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
33,아마스빈버블티,인천 미추홀구 인하로 87,37.451029,126.65789,false,2,predicted,low,90,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
34,엑스엑스,인천 미추홀구 경인남길30번길 53,37.451749,126.657378,false,2,predicted,low,90,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
35,훗카페,인천 미추홀구 인하로77번길 6-25,37.4513,126.657878,false,1,predicted,low,70,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
36,리얼카페호다의방,인천 미추홀구 인하로77번길 6-38,37.451102,126.658071,false,0,predicted,low,30,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
37,공차홈플러스인하점,인천 미추홀구 소성로 6,37.44709,126.650913,false,1,predicted,low,70,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
38,알케미스타,인천 미추홀구 인하로47번길 47,37.452755,126.656345,false,0,predicted,low,30,,,quiet|study,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
39,이디아,인천 미추홀구 소성로 6,37.44709,126.650913,false,0,predicted,low,30,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
40,더벤티,인천 미추홀구 인하로77번길 25,37.452298,126.657376,false,3,predicted,low,100,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
41,닉스냅,인천 미추홀구 인하로77번길 34-1,37.452543,126.657714,false,1,predicted,low,70,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
42,그린빈,인천 미추홀구 독배로 311,37.448148,126.649122,false,1,predicted,low,70,,,quiet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
43,트리플에이커피,인천 미추홀구 독배로 311,37.448148,126.649122,false,1,predicted,low,70,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
44,스타벅스 독배로점,인천 미추홀구 독배로 309,37.447797,126.64926,false,0,predicted,low,30,,,study|outlet|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
45,백억커피인하대학교점,인천 미추홀구 인하로77번길 37,37.452858,126.657611,false,0,predicted,low,30,,,talk|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
46,유캔두잇,인천 미추홀구 인하로 99,37.450628,126.659339,false,2,predicted,low,90,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
47,베스트카페,인천 미추홀구 인하로47번길 71,37.453074,126.657564,false,,none,low,,,,talk|wide-table,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
48,카페뜰안,인천 미추홀구 경인남길30번길 94-9,37.450881,126.659473,false,,none,low,,,,study|outlet,false,,,,0,,2026-08-08T23:47:14.968043+09:00,,,,,,,,,,,,,,0,0,,,,
49,더아담서울대입구역,서울특별시 관악구 남부순환로 1822,37.481149,126.952650,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
50,하우 서울대입구역점,서울특별시 관악구 남부순환로 1822,37.481149,126.952650,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
51,스타벅스 서울대입구역8번출구,서울특별시 관악구 남부순환로 1831,37.481186,126.953679,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
52,하루스터디라운지,서울특별시 관악구 남부순환로 1831,37.481186,126.953679,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
53,할리스커피,서울특별시 관악구 관악로 172,37.480519,126.952944,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
54,매머드익스프레스연세대학교치과대학 병원점,서울특별시 서대문구 연세로 50-1,37.563676,126.941936,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
55,시즌드랍스연세암 병원점,서울특별시 서대문구 연세로 50-1,37.563676,126.941936,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
56,이다하우스,서울특별시 서대문구 연세로 50-1,37.563676,126.941936,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
57,파스쿠찌연세심혈관 병원점,서울특별시 서대문구 연세로 50-1,37.563676,126.941936,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
58,그라운드블렌드,서울특별시 서대문구 연세로 50-1,37.563676,126.941936,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
59,카페베네고려대중앙 광장점,서울특별시 성북구 안암로 145,37.588698,127.031691,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
60,투썸플레이스고대sk미래관점,서울특별시 성북구 안암로 145,37.588698,127.031691,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
61,공차고대안암 병원점,서울특별시 성북구 안암로 145,37.588698,127.031691,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
62,고려대현대차경영관점블루포트,서울특별시 성북구 안암로 145,37.588698,127.031691,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
63,고려대학교교육관cafepurpur,서울특별시 성북구 안암로 145,37.588698,127.031691,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
64,스튜디오웝,서울특별시 서대문구 성산로 539,37.564489,126.945059,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
65,꿈공스터디카페연대 동문점,서울특별시 서대문구 성산로 541,37.564606,126.945059,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
66,옥루몽신촌 본점,서울특별시 서대문구 연대동문길 18,37.563362,126.943577,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
67,커피빈연대동문회관 코리아,서울특별시 서대문구 성산로 515,37.563028,126.943328,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
68,카페슬래시,서울특별시 서대문구 성산로 519,37.563272,126.943430,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
69,플랏쓰리,서울특별시 성동구 왕십리로 215-2,37.556799,127.042871,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
70,메가엠지씨커피한양대역점,서울특별시 성동구 왕십리로 206,37.555574,127.043583,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
71,할리스커피한양대 병원점,서울특별시 성동구 왕십리로 222-1,37.558636,127.045633,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
72,스타벅스 한양대,서울특별시 성동구 왕십리로 225,37.557169,127.042124,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
73,엔젤레이디카페 한양대점,서울특별시 성동구 왕십리로 225,37.557169,127.042124,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
74,성균관대학구내학생휴게실,서울특별시 종로구 성균관로 25-2,37.587224,126.993116,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
75,레브,서울특별시 종로구 성균관로 25-2,37.587224,126.993116,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
76,카페16온스 성균관대점,서울특별시 종로구 명륜3길 11-6,37.588873,126.994033,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
77,자몽밀크티,서울특별시 종로구 명륜길 45-5,37.589036,126.994441,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
78,테이큰커피,서울특별시 종로구 명륜2길 4,37.588774,126.995267,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
79,플로릭카페,서울특별시 동대문구 천장산로7길 64,37.598249,127.054343,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
80,백마독서실,서울특별시 동대문구 경희대로6길 7-29,37.593835,127.053536,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
81,코코버블티경희대 입구점,서울특별시 동대문구 경희대로6길 3-10,37.593718,127.053049,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
82,제제커피,서울특별시 동대문구 이문로9길 105-8,37.596618,127.056255,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
83,달콤커피경희의료원점,서울특별시 동대문구 경희대로 23,37.593773,127.050739,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
84,미들도어,서울특별시 동작구 흑석로6길 12,37.506055,126.956943,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
85,제3공간,서울특별시 동작구 흑석로6길 16,37.505947,126.956762,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
86,시은월드,서울특별시 동작구 흑석로6길 18,37.505893,126.956672,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
87,스타벅스 중앙대,서울특별시 동작구 흑석로 75-1,37.506974,126.958130,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
88,에이치스터디카페,서울특별시 동작구 흑석로 77,37.506983,126.958243,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
89,소울버튼스테이지,서울특별시 마포구 와우산로18길 21,37.551160,126.923873,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
90,소울버튼블루,서울특별시 마포구 와우산로18길 21,37.551160,126.923873,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
91,매머드익스프레스홍대 정문점,서울특별시 마포구 와우산로18길 38,37.551926,126.923996,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
92,카페캠퍼,서울특별시 마포구 와우산로 94,37.552521,126.924980,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
93,과일에반하다프루타 홍대점,서울특별시 마포구 와우산로 94,37.552521,126.924980,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
94,투썸플레이스,서울특별시 마포구 백범로 35,37.551477,126.943020,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
95,카페리시오,서울특별시 마포구 백범로 35,37.551477,126.943020,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
96,공차서강대점,서울특별시 마포구 백범로 35,37.551477,126.943020,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
97,매머드익스프레스서강대점,서울특별시 마포구 백범로 35,37.551477,126.943020,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
98,스타벅스 서강대프라자,서울특별시 마포구 백범로 35,37.551504,126.943054,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
99,무무그릭요거트,서울특별시 광진구 자양로19길 74,37.538418,127.079509,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
100,어반딜리버리 광진점,서울특별시 광진구 자양로19길 74,37.538418,127.079509,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
101,704호,서울특별시 광진구 아차산로41길 44,37.538636,127.077416,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
102,아니마아니무스,서울특별시 광진구 아차산로39길 8,37.538645,127.077246,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
103,라이크,서울특별시 광진구 자양로19길 34,37.538615,127.081489,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
104,디초콜릿커피앤드 동국대점,서울특별시 중구 필동로1길 30,37.558933,126.998732,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
105,블루포트동국대학교점,서울특별시 중구 필동로1길 30,37.558933,126.998732,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
106,블루포트동국대학교점본관점,서울특별시 중구 필동로1길 30,37.559159,126.998517,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
107,이리로,서울특별시 중구 필동로1길 7,37.558663,126.996571,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
108,이스트하우스,서울특별시 중구 서애로3길 10,37.559780,126.997374,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
109,카페일마지오숙명여대점,서울특별시 용산구 청파로47길 100,37.545467,126.965079,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
110,스타벅스 숙명여대정문,서울특별시 용산구 청파로47길 100,37.545467,126.965079,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
111,로스터리카페505,서울특별시 용산구 청파로47다길 5-1,37.545431,126.965362,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
112,앙꼬,서울특별시 용산구 청파로47다길 6,37.545395,126.965690,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
113,에이티익스프레스숙대 입구점,서울특별시 용산구 청파로47길 88,37.545188,126.965645,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
114,영우국민대매점주,서울특별시 성북구 정릉로 77,37.610290,126.998528,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
115,하파리테일,서울특별시 성북구 정릉로 77,37.610290,126.998528,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
116,차담,서울특별시 성북구 정릉로 77,37.610290,126.998528,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
117,매머드익스프레스국민대 후문점,서울특별시 성북구 정릉로9길 26,37.609785,126.999445,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
118,피플즈플레이스,서울특별시 성북구 정릉로9길 56,37.610939,126.999422,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
119,매머드익스프레스숭실대점,서울특별시 동작구 사당로 24,37.495081,126.957029,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
120,컴포즈커피숭실대 중문점,서울특별시 동작구 사당로 20,37.495135,126.956712,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
121,봄봄,서울특별시 동작구 사당로 18-1,37.495179,126.956441,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
122,케이크팝,서울특별시 동작구 사당로 28,37.494937,126.957447,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
123,24시간스터디카페공유,서울특별시 동작구 상도로61길 35,37.494945,126.956848,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
124,투썸플레이스세종대학교점,서울특별시 광진구 능동로 209,37.551613,127.073185,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
125,더비즈랩세종대학교학술정보원점,서울특별시 광진구 능동로 209,37.551613,127.073185,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
126,컴포즈커피세종대학교점,서울특별시 광진구 능동로 209,37.551613,127.073185,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
127,카페딕셔너리,서울특별시 광진구 능동로 209,37.551613,127.073185,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
128,제주몰빵,서울특별시 광진구 능동로 209,37.551613,127.073185,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
129,프리웨일 서울시립대점,서울특별시 동대문구 서울시립대로 163,37.582578,127.059992,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
130,싸가지,서울특별시 동대문구 망우로18다길 41,37.585506,127.061025,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
131,매머드익스프레스시립대 후문점,서울특별시 동대문구 망우로18다길 41,37.585506,127.061025,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
132,휘경어울림협동조합,서울특별시 동대문구 망우로18다길 32-2,37.585903,127.060708,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
133,어치브먼트,서울특별시 동대문구 망우로18다길 19,37.586461,127.060901,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
134,카페그랑블루 광운대점,서울특별시 노원구 광운로 20,37.619313,127.058334,false,,,,,,,,false,,,,0,,2026-08-13T00:00:00+09:00,,,,,,,,,,,,,,0,0,,,,
